nodes,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
465,0.5430999999589403,1.1233999998694344,1.6519000000698725,2.274150000175723,2.769099999568425,3.3839000002444664,3.9707500000076834,4.493550000006508,4.941599999710888,5.591499999809457,6.135200000244367,7.18635000021095,7.507699999678152,7.866150000154448,8.516799999597424,9.939600000052451,9.558999999626394,10.66365000042424,12.763100000029226,11.215900000024703,11.903699999948003
475,0.5609500003629364,1.1936500004594564,1.7675999997663894,2.313500000127533,2.8486999995038786,3.432700000303157,4.2333999995207705,4.5715999999629275,5.297199999859004,5.836049999743409,6.412449999970704,8.790650000264577,7.588299999952142,9.250049999536714,8.819849999781582,9.387399999923218,10.097750000113592,10.806699999648117,11.548500000117201,11.650400000235095,13.152350000382285
485,0.6043000003046473,1.2684500002251298,1.8125999999938358,2.3644000002605026,3.0245499997363368,3.601300000354968,4.276849999769183,4.91890000012063,12.06640000009429,6.306199999926321,6.857800000034331,7.896950000031211,8.114950000162935,8.705449999979464,9.256050000203686,9.877200000119046,10.648499999660999,11.198150000382157,11.81059999998979,12.783350000518112,13.809149999815418
495,0.6063499999982014,1.2321500003054098,1.8584500003271387,2.5928499999281485,3.100750000157859,3.91410000020187,4.602500000146392,5.172250000214262,5.95019999991564,10.558299999956944,15.241200000218669,7.928250000077242,8.50285000024087,10.949850000542938,10.505700000067009,11.339100000441249,11.902749999535445,11.867200000324374,12.79854999984309,15.52415000014662,13.970900000003894
506,0.6143999999039806,1.3461000003189838,1.9622000004346773,2.6300499998797022,3.294050000022253,5.033299999922747,4.921500000364176,5.4530000002159795,5.990449999899283,6.821299999955954,7.335749999583641,8.273100000224076,16.21229999955176,17.778399999770045,12.725349999982427,19.105999999737833,11.79004999994504,12.715149999621644,13.42469999963214,14.06425000004674,15.24955000013506
516,0.6212999996932922,1.4122500001576554,2.0100500000808097,2.7027999999518215,3.402650000225549,4.09685000022364,4.89815000037197,5.583099999967089,6.451949999700446,7.040249999590742,7.889999999861175,9.034800000335963,10.262000000238913,10.260650000418536,10.56875000040236,11.68355000027077,12.990600000193808,13.083100000130798,13.517899999897054,14.949649999834946,16.440699999748176
526,0.6202500003382738,1.4252000000851694,2.096950000122888,2.8463999997256906,3.609249999954046,4.343200000221259,5.214100000102917,8.384799999930692,6.531850000101258,7.303150000097958,8.662149999508983,9.082600000510865,9.793050000098447,10.439399999995658,11.548099999799888,12.05854999989242,22.45794999998907,14.113650000126654,15.481249999993452,15.78125000014552,23.66390000042884
536,0.6346499999381194,1.3963999999759835,2.1865499998057203,2.9772999996566796,5.337299999609968,4.586999999901309,10.863449999760633,6.0930999998163315,10.821250000390137,8.00485000036133,8.661700000175188,9.573549999913666,10.06374999997206,10.733199999776843,12.498199999754434,12.964300000476214,14.786449999974138,14.802749999944353,15.506449999975302,19.8339999997188,18.82809999960955
546,0.6328999998004292,1.453150000088499,2.222250000158965,2.971200000047247,3.8615499993284175,4.766199999721721,5.643399999826215,6.446200000027602,7.224999999834836,7.978100000400445,8.733850000226084,9.642550000080519,10.418500000014319,11.526499999490625,12.427199999820004,13.86259999981121,14.430000000174914,14.959899999212212,15.434800000093674,16.982549999283947,17.731800000092335
556,0.694649999786634,1.4562999999725434,2.2825000000921136,3.0731999995623482,9.34994999988703,4.978499999651831,5.67239999963931,7.905750000190892,7.191949999651115,8.315749999837863,9.191800000280637,10.675349999928585,14.49884999965434,13.3971999998721,13.099349999720289,13.77485000057277,16.395399999964866,16.17340000029799,16.513300000042364,18.33435000071404,22.21209999970597
566,0.6642499997724371,1.5499999999519787,2.482349999354483,3.6368000000948086,4.099349999705737,5.031149999922491,8.477700000184996,6.6905999997288745,7.783600000038859,8.627250000245112,15.866249999817228,21.27280000013343,11.569750000035128,12.02915000021676,13.524549999601732,20.58489999944868,14.67915000011999,16.598200000316865,18.636350000178936,19.71030000004248,19.372349999684957
576,0.7116000006135437,1.5480499996556318,2.4661000002197397,3.341800000271178,4.265349999968748,5.1317000002200075,6.123400000433321,7.037249999939377,8.818299999802548,8.94544999982827,9.767999999894528,10.944050000034622,11.579700000311277,12.798950000160403,14.063200000236975,15.212749999591324,16.059600000062346,16.845850000208884,17.817700000250625,19.074750000072527,20.202850000259787
586,0.6794999999328866,1.596450000306504,2.8427999995983555,3.4722999998848536,4.3060500001956825,5.371050000121613,6.265299999995477,9.126300000389165,8.485450000080164,9.189899999910267,10.25854999988951,11.244450000049255,12.459799999760435,14.495649999844318,14.797249999446649,15.977200000179437,16.313999999510997,18.30889999973806,19.157199999881414,19.994100000076287,22.21159999999145
596,0.7208499996522733,1.7683000005490612,2.5715000001582666,3.5086500001852983,4.559850000077859,5.47710000000734,6.475399999999354,8.161050000126124,8.511900000030437,9.919799999806855,16.585500000019238,12.629549999928713,13.037549999808107,14.239699999961886,16.975150000234862,16.424299999926006,17.549599999711063,18.346249999922293,19.93994999975257,21.798399999624962,23.066149999976915
606,1.1154499998156098,1.6849999997248233,2.685399999791116,5.247749999853113,10.41220000024623,5.749250000008033,7.730300000275747,8.72399999980189,8.74694999993153,10.465299999850686,10.915149999618734,11.961799999880895,14.033099999778642,14.218150000033347,15.591850000419072,16.608850000011444,18.92289999977947,24.928650000219932,20.546749999994063,20.339200000307756,29.370749999998225
616,0.7163000000218744,1.7171499998767104,2.754799999820534,4.69985000017914,4.7413499996764585,6.007949999457196,6.859999999960564,7.9646999997748935,12.712400000054913,10.15274999963367,11.70715000034761,13.768849999905797,13.486649999777,18.389200000001438,19.17524999998932,18.49145000005592,21.6841999999815,22.153849999995145,24.257349999970756,24.46635000023889,27.895850000277278
627,0.7321999996747763,2.059450000160723,3.468649999831541,4.473349999898346,6.261150000227644,6.425649999528105,14.08415000014429,8.336900000358582,9.473650000018097,10.80969999975423,12.327599999480299,15.73435000000245,17.38355000043157,18.221750000066095,19.17989999992642,20.938749999913853,24.76840000008451,24.163550000139367,29.365400000187947,26.316500000575616,28.399849999914295
637,0.7363999998233339,1.919750000070053,6.008199999996577,4.856399999880523,7.490250000046217,6.386799999745563,7.776400000238937,10.988100000304257,12.412049999966257,12.379799999962415,14.29550000011659,15.420299999732379,17.3915999998826,18.201399999725254,21.27180000024964,22.6714999998876,36.29170000021986,30.348100000082923,34.25995000043258,30.853700000079698,28.280800000175077
647,2.2094999999353604,1.8800500001816545,2.9978000002301997,4.693050000241783,7.337800000186689,6.813049999436771,7.590499999878375,12.299200000143173,11.856750000333705,11.682750000545639,12.62410000026648,14.522650000344584,15.567599999940285,16.86889999973573,19.571199999973032,20.138999999744556,23.258249999798863,23.452200000065204,25.026099999649887,28.798649999771442,31.50920000007318
657,0.7950500003062189,1.9723999998859651,9.020800000143936,4.681249999975989,8.282800000415591,7.0833999998285435,9.838000000399916,10.134199999811244,14.679400000204623,13.501750000159518,16.271050000341347,17.438849999962258,18.649249999725726,20.0926000002255,22.68534999984695,23.34054999982982,24.43444999971689,26.69210000021849,28.682199999366276,30.246100000113074,30.07835000016712
667,0.7620500000484753,1.9388000000617467,3.160350000598555,4.386050000448449,5.6267000004481815,6.978750000143918,12.059950000093522,9.548450000238518,11.119499999949769,14.697650000016438,14.591449999898032,18.535500000325555,16.825900000185356,17.13915000027555,20.762000000559055,21.454950000133977,23.213050000322255,24.478049999743234,26.1046499999793,28.003699999771925,29.19354999994539
677,0.7917499997347477,2.0169499998701212,3.1957499995769467,4.554000000098313,5.680650000158494,6.796799999847281,8.433200000581564,9.72224999941318,10.881049999625247,13.230449999809935,14.228449999791337,15.681299999869225,17.57529999986218,18.915950000064186,20.713049999812938,20.432049999726587,25.43934999994235,26.68425000001662,27.271949999885692,28.966749999653985,29.170150000027206
687,0.8202000003620924,2.274049999869021,3.3529500001350243,11.455049999767652,5.909299999984796,7.665650000490132,8.671899999626476,10.208950000105688,11.396749999676103,16.638699999930395,14.977549999912299,15.39039999988745,17.988149999837333,20.530799999960436,21.73720000018875,24.20799999981682,28.044199999840203,26.35584999961793,27.864550000231247,29.21955000010712,31.730749999951513
697,0.8066999994298385,2.144449999832432,3.4091500001522945,4.712349999863363,6.033199999819772,7.394950000161771,10.661699999673147,11.152849999689352,12.09789999984423,13.05350000029648,14.610700000048382,17.51349999995,17.05579999998008,19.816749999790773,22.48059999965335,28.410499999608874,25.29945000060252,29.453149999881134,29.09440000030372,30.37910000057309,33.15835000012157
707,0.8337499998560816,2.3450999997294275,3.506299999571638,4.923699999835662,6.209199999830162,7.578150000426831,9.581400000115536,11.029100000541803,12.436199999683595,14.750699999694916,16.551950000120996,18.595599999571277,17.591450000054465,20.71109999997134,22.527949999584962,25.00625000038781,25.29919999960839,30.251399999997375,31.769549999808078,33.49729999990814,36.622650000026624
717,0.8279999997284904,2.970000000004802,3.5779999998339918,4.872799999702693,12.589999999818247,16.376900000068417,22.047850000035396,21.798400000079713,29.385350000211474,31.446349999896483,36.344350000035774,39.02070000003732,43.32395000028555,47.700849999728234,63.99164999993445,58.62234999995053,60.33194999963598,68.00025000029564,72.99234999982218,33.869899999899644,34.62214999990465
727,0.8405000003222085,2.351800000269577,3.633549999904062,10.604749999401974,6.744100000105391,8.028549999835377,10.798800000429765,11.070649999965099,12.652800000068964,14.651950000370562,16.89784999962285,18.163299999741866,18.813499999851047,24.181249999855936,22.794949999479286,25.513649999538757,28.821599999901082,30.04869999949733,32.39734999988286,34.34155000013561,35.34795000041413
737,0.8466499998576182,3.272249999554333,3.7840999998479674,5.5179500004669535,6.827749999956723,10.125249999418884,10.135549999631621,11.699649999627582,19.30460000039602,14.90220000005138,18.154950000280223,18.797100000483624,20.34925000043586,20.548499999677006,24.799650000204565,24.848349999956554,28.744449999976496,30.824000000393426,31.22979999989184,34.76520000003802,36.9660000001204
747,0.8565500002077897,2.3743499996271566,9.183950000078767,5.312950000188721,7.564699999875302,8.702050000010786,10.166700000354467,11.551400000371359,13.976050000110263,14.831699999831471,17.082200000004377,25.795150000249123,22.82150000019101,23.141650000070513,26.3399000004938,27.213050000227668,29.9606000003223,30.453450000095472,35.57195000030333,36.127700000179175,37.5325499999235
758,0.8614999997007544,2.5434999997742125,3.953700000238314,5.4869000000508095,7.132849999834434,8.666549999816198,11.722850000296603,12.068800000179182,16.11285000035423,15.942600000016682,17.910699999902135,18.73390000037034,21.770199999991746,30.418500000450873,26.529750000463537,29.012099999363272,35.1024999999936,32.49714999992648,37.70310000027166,37.64129999990473,38.565299999390845
