nodes,density_percent,BFS,DFS_Iterative,speed_ratio_dfs_over_bfs
102,25,0.2024500004154106,0.4971499997736828,2.4556680600324636
102,30,0.21679999963453156,0.5268499994599551,2.4301199278048307
102,35,0.2638500004650268,0.5762500004493631,2.1840060619054076
102,40,0.25635000019974535,0.8261999996648228,3.2229373864679385
102,45,0.27440000030765077,0.6709000003866095,2.444970844148733
102,50,0.27825000006487244,0.6978999999773805,2.5081760999628715
102,55,0.2991999999721883,0.9757499992701923,3.261196521928114
102,60,0.31919999992169323,0.7933499996397586,2.485432330308223
102,65,0.33894999978656415,0.8355499999197491,2.46511284981824
102,70,0.3386000003047229,0.8673000002090703,2.561429413551518
102,75,0.3583000002436165,0.9184999998979038,2.5634942765096125
102,80,0.3823499996542523,0.9508499997537001,2.486857592816857
102,85,0.3973500001848151,1.0139999994862592,2.5519063772860915
102,90,0.40149999995264807,1.0502499999347492,2.6158156913041424
102,95,0.4216499996800849,1.0848500000975037,2.5728684950091383
102,100,0.43404999996710103,1.2276000002202636,2.8282455945474254
112,0,0.1329500005340378,0.2504499998394749,1.8837908900598674
112,5,0.1565500001561304,0.32394999971074867,2.0693069267816475
112,10,0.18009999985224565,0.3859500006910821,2.142976129970662
112,15,0.1952999996319704,0.44809999963035807,2.2944188452369283
112,20,0.2141499999197549,0.4973499999323394,2.3224375443320273
112,25,0.23490000012316153,0.6143500004327507,2.6153682422760234
112,30,0.250199999754841,0.6180000000313157,2.470023983360769
112,35,0.2738000002864282,0.6607999998777814,2.413440464523389
112,40,0.3120000001217704,0.7122500001059962,2.2828525635513213
112,45,0.30925000010029174,0.7555500001217297,2.443168956755699
112,50,0.3229000003557303,0.8288500002890942,2.5668937732300163
112,55,0.35165000008419156,0.8808999996290368,2.5050476309345453
112,60,0.36559999989549397,0.916399999823625,2.50656455165639
112,65,0.38299999960145215,0.9758000001056644,2.5477806817782684
112,70,0.4019499997411913,1.02409999954034,2.547829332503397
112,75,0.4218999997647188,1.0841499997695792,2.569684760308551
112,80,0.4416500000843371,1.1398999995435588,2.5810030551927645
112,85,0.45470000031855307,1.189650000014808,2.61634044244857
112,90,0.4780499998560117,1.2780999995811726,2.6735697102105123
112,95,0.5304000001160603,1.4516999995066726,2.7369909486972412
112,100,0.5276999995658116,1.3566000002356304,2.5707788541819836
122,0,0.14234999980544671,0.28364999980112765,1.9926238158679253
122,5,0.17184999978780974,0.36645000045609777,2.132382897344013
122,10,0.18955000041387388,0.43055000014646794,2.2714323355651884
